cleaned_text,kfold,target
cool cum,3,0
meet librari,3,0
free week nokia tone mob week txt nokia txting tell mat www getz pobox norm tone,3,1
attend,3,0
messag import inform user today lucki day find log http www urawinn com fantast surpris await,3,1
aunti huai juan pick phone,3,0
okey dokey swashbuckl stuff,3,0
liter bed like hour,3,0
chanc claim worth discount voucher today text shop savamob offer mobil savamob pobox muz sub,3,1
ndship like needl clock clock abl meet evn meet itz second alwi stay conect gud,3,0
princess thank pic pretti,3,0
readi,3,0
lose pound help,3,1
pub great cud come,3,0
watch new job,3,0
erm ill pick time park,3,0
midnight earliest,3,0
sure night menu know noon menu,3,0
kent vale lor wait,3,0
way,3,0
good afternoon love day wake earli onlin wait hmmm italian boy onlin grin,3,0
haha yeah sec,3,0
skateboard despit fact throw wind bandag shit arm minut,3,0
ask sen come chennai search job,3,0
aight head,3,0
year old man money wait check,3,0
mean februari april place stay hustl forth audit season sister away harlem,3,0
attempt contract win week prize cash prize,3,1
cuz ibor don wan studi,3,0
check,3,0
christma occas celebr reflect valu desir affect tradit ideal christma,3,0
sorri hear book kinda joke thet look skinni white girl line camera like cast look,3,0
hear loud scream minut caus gyno shove thing belong,3,0
kit strip bill netcollex ltd box oja,3,1
chillin home super bowl plan,3,0
come onlin today night,3,0
whenevr sad whenevr gray remembr listn watevr wan walk wid littl promis bring smile,3,0
good afternoon gloriou anniversari day sweet hope find happi content prey think send teas kiss sea coax imag fond souveni cougar pen,3,0
work,3,0
hmmm day,3,0
fine rememb,3,0
want perumbavoor,3,0
lol tri day littl interest,3,0
valu custom pleas advis follow recent review mob award bonu prize,3,1
chang report big chang previou report,3,0
think syllabu,3,0
xma new year eve ticket sale club day till thur fri sit night week sell fast,3,1
tool,3,0
pretti weak today bad day,3,0
station,3,0
noooooooo thing need stress life fair,3,0
sure sick time,3,0
dun wear jean lor,3,0
okey dokey bite sort stuff,3,0
filthi stori girl wait,3,1
car park,3,0
alright morphin,3,0
http widel com index wml ada trueaac ringtoneaa,3,1
wife know time murder exactli,3,0
predict wat time finish buy,3,0
come soon come tomorrow,3,0
carri disturb,3,0
know open,3,0
gauti sehwag odi seri,3,0
flirt txt girl bloke age girl zoe join chat,3,1
sorri think lot time lil busi noon,3,0
yup havent want yoga book,3,0
urgent landlin complimentari ibiza holiday cash await collect sae box ppm,3,1
singl line big mean miss best life miss best life gud nyt,3,0
tri reach success,3,0
daaaaa home babe,3,0
auction round highest bid maximum bid bid send bid bid good luck,3,1
pdate doubl min txt orang tariff latest motorola sonyericsson nokia bluetooth free mobileupd calloptout yhl,3,1
ringtonek,3,1
today forget,3,0
run away frm walk slowli kill care stop,3,0
meet corpor outsid gap mind work,3,0
reach home bath net tell finish,3,0
lem know,3,0
wan gym harri,3,0
request maangalyam alaipayuth set callertun caller press copi friend callertun,3,0
doesnt sens free need know wikipedia com,3,0
urgent costa del sol holiday await collect toclaim sae pobox stockport skxh costap maxmin,3,1
babe day miss love love kiss hope,3,0
good afternoon sunshin dawn day refresh happi aliv breath air smile think love,3,0
secret admir look contact find reveal think special,3,1
wait car mum lor leh reach home,3,0
reach,3,0
ami send free phone number coupl day access adult parti,3,1
mobil mth updat free orang latest colour camera mobil unlimit weekend mobil upd freefon stoptxt,3,1
win shop spree week start play text store skilgm tsc winawk age perweeksub,3,1
coffe cake guess,3,0
night night tomorrow,3,0
ask mobil chatlin inclu free min india cust serv sed ler mega bill dont giv shit bailiff day want,3,1
bore speed date tri speedchat txt speedchat like txt swap new chatter chat poboxwwq msg rcd,3,1
wait,3,0
lol big sale,3,0
sac score big hundr set batsman,3,0
rememb old commerci,3,0
hey chief bell need talk royal visit june,3,0
sweet heart,3,0
don fli monkey wot think certainli don mind friend,3,0
hey sea view coupl gay mean game bell finish,3,0
tell special stock talk,3,0
hello yeah bath need hair come yeah,3,0
wait sch finish ard,3,0
mila age blond new look sex guy like fun text mtalk txt free increment help,3,1
wait start lor leh busi report,3,0
msg poortiyagi odalebeku hanumanji hanuman bajarangabali maruti pavanaputra sankatmochan ramaduth mahav janarig ivatt kalisidar saturday olag ondu good news keluviri maretar ind dodda problum nalli siguviri idu matra true neglet,3,0
immedi urgent messag wait,3,1
repeat instruct wat road hous,3,0
congratul week competit draw win prize claim stop ppm,3,1
offici england poli rington colour flag yer mobil tonight game text tone flag optout txt eng stop box wwx,3,1
waqt pehl naseeb zyada kisi kuch nahi milta zindgi nahi hum socht hai zindgi hai ham jeetey hai,3,0
fight world easi win lose fightng close dificult lose lose win lose,3,0
imposs argu treat like sub like releas remind necessari,3,0
nope think monday sorri repli late,3,0
valu custom pleas advis follow recent review mob award bonu prize,3,1
sorri long omw,3,0
later network urgnt,3,0
goal arsen henri liverpool henri score simpl shoot yard pass bergkamp arsen goal margin min,3,1
join tomorrow,3,0
piti mood suggest,3,0
lose kilo today,3,0
sam eachoth meet hous,3,0
heehe funni tho,3,0
eatin lor goin work soon mountain deer huh watch liao nice,3,0
send latest version project,3,0
discuss mother,3,0
hey babe saw come onlin second disappear happen,3,0
bookedth hut time way,3,0
dear reliev westonzoyland plan end,3,0
tomarrow final hear laptop case cant,3,0
prob time,3,0
good ttyl,3,0
okay pick friday,3,0
hey babe doin wot nite love anni,3,0
sorri dude dont know forget dan remind sorri hope guy fun,3,0
look fri pan case cheap book silli fri pan isn like book,3,0
free msg singl find partner area real peopl wait chat send chat cncl send stopc msg,3,1
sunshin quiz wkli win soni dvd player know countri liverpool play mid week txt ansr tyron,3,1
mth half price orang line rental latest camera phone free phone mth mobilesdirect free updat orstoptxt,3,1
guess useless import,3,0
haha better late way swing,3,0
ambrith madurai meet arun dha marrg remembr,3,0
good movi leav hourish,3,0
busi juz dun wan earli hee,3,0
great offic today,3,0
effect irrit ignor,3,0
sorri man stash run dri night pick sunday,3,0
import custom servic announc freephon,3,1
jokin lar depend phone father lor,3,0
freemsg record indic entitl pound accid claim free repli msg opt text stop,3,1
come,3,0
meet town gep home text stop worri finish march ish,3,0
dare chang ring,3,0
weekli cool mob tone readi download week new tone includ crazi frog axel akon lone black eye dont info,3,1
fundament cool life walk like king walk like dont care king gud nyt,3,0
think finn come,3,0
idea soon convert live,3,0
probabl fun messag think txt bore jam fart night,3,0
know dat feelin pete wuld nuther place nuther time mayb,3,0
know mean king havin credit goinb night night sweet onlymor sleep,3,0
read love answer,3,0
look pretti wif long hair wat thk cut short leh,3,0
aight time want come,3,0
fyi gon sporad start like doin shit,3,0
set place heart mind mind easili forget heart rememb wish happi valentin day,3,0
custom servic repres freephon win guarante cash prize,3,1
download clear movi dvd copi,3,0
plz note mobil ask type disconnect coz attempt terrorist use sim card itz confirmd nokia motorola verifi cnn ibn,3,0
real babi want bring inner tigress,3,0
opposit drop,3,0
champ leav glasgow,3,0
wan watch movi,3,0
sian aft meet supervisor work liao work,3,0
day,3,0
lot hair dresser china,3,0
good morn plz sir,3,0
aight want money,3,0
email alertfrom jeri stewarts kbsubject low cost prescripiton drvgsto listen email,3,1
bring,3,0
buy test yesterday let know exact day ovul dont fret know worri relax past histori need tell,3,0
wait till end march nino,3,0
know lunch menu know,3,0
look forward sex cuddl sleep,3,0
dont shall buy dear,3,0
thing want hurt think laugh embarass delet tag far know fact felt like hurt know messi wednesday bad problem time clean choos skype pictur sleep want mind thing bed throw laundri friend hous embarass underwear bra strew bed pillow floor good bed,3,0
chines food way fat pay lipo,3,0
dont knw drink milk,3,0
cinema plu drink appeal tomo thriller director like mac,3,0
fine hope good care,3,0
meet fren dun wan meet muz guy rite,3,0
dun sad dun thk abt concentr paper,3,0
win music gift voucher week start txt word draw tsc www idew com skillgam winaweek age ppermesssubscript,3,1
wnt buy bmw car urgent vri urgent shortag lac sourc arng amt lac prob,3,0
fwiw reason time smoke afford tell appar happen somebodi want light,3,0
lol play door,3,0
sorri thangam sorri hold prasad,3,0
evo download flash jealou,3,0
decid faster home liao,3,0
japanes proverb indian version let leav final kerala version stop strike,3,0
open room til thanksgiv upcharg,3,0
ahead watt want sure great weekend abiola,3,0
moon come color dream star music warm peac sleep good night,3,0
connect today decim refund bill,3,0
vikki witin min repli,3,0
prabha soryda reali frm heart sori,3,0
sch mon need smth,3,0
omg know eat,3,0
decid,3,0
come home nice meet chat,3,0
need chang,3,0
station like block away hous drive right armenia end swann howard,3,0
sad stori man week day wife wish parent forget kid work colleagu wish enter cabin happi day boss felt special askd lunch lunch invit apart mind bedroom minut sed sexi mood come minut latr wid cake wife parent kidz friend colleagu scream surpris wait sofa nake,3,0
promis soon text morn let know,3,0
hello news job wait fifth week yeah woozl weasel exet home,3,0
chikku wat abt tht guy stop irrit msging,3,0
payasam rinu bring,3,0
good sir hope nice day want bring notic late pay rent past month pay charg felt inconsider nag great cost didnt speak recess wont abl pay charg month askin ahead month end help thank,3,0
ding break fassyol blacko londn,3,0
lion england tone repli lionm mono lionp poli www rington origin best tone gbp network oper rat appli,3,1
wait lor need feel bad lar,3,0
yeah abl text readi meet,3,0
repli address receiv post week complet free accommod global locat www phb com,3,1
ard rest ard price bedrm,3,0
sorri later,3,0
romant,3,0
mean wif sleep tot nap yup send liao pick ard smth lor,3,0
class text,3,0
drink plenti plenti water,3,0
okay think expert,3,0
problem spend lot qualiti time,3,0
town import,3,0
guy flash madam care,3,0
huh fast dat mean havent finish paint,3,0
hey mate honey ave good holiday gimmi,3,0
hey sathya till dint meet singl time saw situat sathya,3,0
busi tri finish new year look forward final meet,3,0
hurt teas cri end life die plz rise grave stupid miss nice day bslvyl,3,0
send address,3,0
home come min,3,0
freeday sexi georg day pic jordan txt pic dont miss sauci celeb pic pocketbab,3,1
wait,3,0
send buck,3,0
comin fetch oredi,3,0
okay lor let coz know later drop card box right,3,0
bath msg min,3,0
shuhui chang suntec steamboat noe,3,0
kalli wont bat inning,3,0
sorri miss,3,0
omg thing cat worm bad day end,3,0
hmv bonu special pound genuin hmv voucher win answer easi question play send hmv info www percent real com,3,1
long time rememb today,3,0
chanc claim worth discount voucher text savamob member offer mobil sub remov txt stop,3,1
dip cell dead come better respond shall come,3,0
referin mei wat waitin treat somebodi shld rich liao den dun work frm tmr onward,3,0
lor juz watch italian job,3,0
fuuuuck need stop sleepin sup,3,0
den weekday special price haiz cant eat liao cut nail oso muz wait finish drivin wat lunch muz eat wat,3,0
sorri cant right happen waxsto wat want come ill medic insur abl deliv basic care current shop right medic insur til friday morn major person guid right insur,3,0
alex know guy sell mid south tampa think set like,3,0
come din yup cut hair,3,0
lion england tone repli lionm mono lionp poli www rington origin best tone gbp network oper rat appli,3,1
sorri miss,3,0
mean think teju,3,0
gud mrng dear hav nice day,3,0
mayb fat finger press button know,3,0
workin job,3,0
yup thk shop close lor,3,0
oic better quickli bath settl,3,0
come carlo soon,3,0
true knw,3,0
finish,3,0
forward immedi urgent messag wait,3,1
ela kano download come wen free,3,0
long repli defer admiss til semest,3,0
storm msg wen lift phne hello knw real mean hello girl knw dat girl margaret hello girlfrnd grahmbel invnt telphon moral person girlfrnd,3,0
guy dumb realiz,3,0
yup problem mayb leav,3,0
happen,3,0
send wife text buy tell relax wkend,3,0
contact date servic know find land line poboxwtgp,3,1
work technic support voic process,3,0
best drive tmr,3,0
guess somebodi know secretli fanci wan find landlin dateboxessexcmxn min,3,1
pain dear smile,3,0
juan come home fri hey cours expect welcom parti lot present ill phone load love nicki,3,0
fever vomitin,3,0
cool text readi,3,0
good day dudett miss,3,0
check mail mail varma copi membership care insha allah,3,0
import inform orang user xxxxxxx today lucki day find log http www urawinn com fantast surpris await,3,1
welcom repli age gender begin,3,1
threat sale execut shifad rais complaint offici messag,3,0
